2025-08-22 11:35:58,ZENTRALE,-35,-35,-35,-35,-35,-35,-35,-35,-35,-35
2025-08-22 11:36:06,ANCHOR1,-38,-37,-36,-38,0,0,0,0,0,0
2025-08-22 11:36:16,ANCHOR2,-52,-51,-52,-52,-53,-53,-52,-53,-52,-52
